Transaction_ID,Date,SKU_ID,Category,Brand,Competitor_Brand,Competitor_Price,Massmart_Price,Cost_Price,Gross_Margin,Units_Sold,Promotion_Flag,Promo_Type,Store_Region,Channel,Stock_On_Hand,Weather_Index,Season,Customer_Segment,Return_Rate
TXN100075,2024-03-24,SNA_550,Snacks,MunchBox,CompC,64.55,66.59,42.22,0.366,85,0,None,Western Cape,In-store,425,0.56,Autumn,Value,0.031
TXN102457,2024-03-24,BEV_254,Beverages,BrewMaster,CompD,82.81,81.47,58.44,0.283,41,0,None,KwaZulu-Natal,In-store,205,0.32,Autumn,Premium,0.02
TXN100763,2024-03-24,BEV_666,Beverages,BrewMaster,CompD,119.49,126.55,104.87,0.171,54,0,None,KwaZulu-Natal,In-store,54,0.42,Autumn,Value,0.023
TXN100090,2024-03-24,HOU_560,Household,CleanEase,CompE,127.86,117.19,74.34,0.366,62,0,None,KwaZulu-Natal,In-store,62,0.59,Autumn,Value,0.026
TXN100460,2024-03-24,PER_855,Personal Care,GlowWell,CompB,65.15,68.2,49.72,0.271,37,0,None,Western Cape,In-store,148,0.51,Autumn,Mid-tier,0.024
TXN101908,2024-03-24,HOU_630,Household,EcoHome,CompB,58.8,52.35,39.94,0.237,64,1,Discount,KwaZulu-Natal,In-store,64,0.48,Autumn,Value,0.023
TXN101912,2024-03-25,BEV_567,Beverages,BrewMaster,CompE,88.75,97.2,86.46,0.11,32,0,None,Western Cape,In-store,160,0.37,Autumn,Premium,0.025
TXN101010,2024-03-25,HOU_778,Household,HomeFresh,CompE,247.9,255.91,227.92,0.109,53,0,None,Gauteng,Online,265,0.62,Autumn,Value,0.013
TXN101339,2024-03-25,SNA_945,Snacks,MunchBox,CompD,73.74,77.63,67.74,0.127,66,0,None,Gauteng,In-store,132,0.47,Autumn,Value,0.037
TXN102276,2024-03-25,SNA_910,Snacks,CrunchTime,CompC,31.3,33.79,25.66,0.241,63,0,None,Mpumalanga,In-store,252,0.43,Autumn,Mid-tier,0.034
TXN100201,2024-03-25,BEV_469,Beverages,AquaPure,CompB,39.6,37.86,23.85,0.37,84,0,None,Gauteng,In-store,336,0.36,Autumn,Value,0.032
TXN100702,2024-03-25,BEV_963,Beverages,FizzUp,CompD,50.49,51.03,40.22,0.212,93,1,Discount,Eastern Cape,In-store,279,0.44,Autumn,Value,0.027
TXN100300,2024-03-25,HOU_478,Household,SparkPro,CompB,120.52,117.29,94.95,0.19,51,0,None,Western Cape,In-store,102,0.53,Autumn,Value,0.03
TXN101228,2024-03-26,HOU_749,Household,HomeFresh,CompA,252.34,246.46,157.89,0.359,42,0,None,KwaZulu-Natal,In-store,210,0.48,Autumn,Value,0.039
TXN102133,2024-03-26,SNA_523,Snacks,TreatsCo,CompE,68.49,72.29,61.6,0.148,68,0,None,Eastern Cape,Online,136,0.42,Autumn,Mid-tier,0.011
TXN100293,2024-03-26,PER_598,Personal Care,BodyCare,CompE,212.24,225.35,151.71,0.327,26,0,None,Western Cape,In-store,130,0.45,Autumn,Value,0.025
TXN100759,2024-03-26,BEV_886,Beverages,CoolSip,CompA,65.43,65.2,46.06,0.294,53,0,None,Gauteng,In-store,212,0.27,Autumn,Value,0.01
TXN101734,2024-03-27,SNA_107,Snacks,Snackster,CompB,67.37,72.52,59.89,0.174,55,0,None,Western Cape,In-store,220,0.49,Autumn,Premium,0.036
TXN102298,2024-03-27,BEV_632,Beverages,FizzUp,CompB,63.94,68.91,47.79,0.306,44,0,None,Gauteng,In-store,88,0.38,Autumn,Mid-tier,0.015
TXN100574,2024-03-27,BEV_608,Beverages,FizzUp,CompB,74.79,77.58,56.96,0.266,54,0,None,Gauteng,Online,270,0.47,Autumn,Premium,0.009
TXN100087,2024-03-28,SNA_426,Snacks,TreatsCo,CompA,75.96,70.61,50.41,0.286,85,0,None,Western Cape,In-store,85,0.41,Autumn,Value,0.028
TXN102492,2024-03-28,HOU_975,Household,HomeFresh,CompE,272.06,287.09,251.3,0.125,44,0,None,Gauteng,In-store,132,0.53,Autumn,Value,0.028
TXN101246,2024-03-28,SNA_982,Snacks,MunchBox,CompA,41.59,38.12,25.74,0.325,71,0,None,Eastern Cape,In-store,355,0.42,Autumn,Value,0.02
TXN101715,2024-03-28,HOU_529,Household,EcoHome,CompE,323.75,329.78,285.94,0.133,37,0,None,Mpumalanga,In-store,37,0.51,Autumn,Value,0.028
TXN102302,2024-03-28,SNA_868,Snacks,MunchBox,CompC,39.87,39.07,34.15,0.126,89,0,None,Western Cape,In-store,89,0.56,Autumn,Value,0.026
TXN102207,2024-03-29,DAI_473,Dairy,MilkyWay,CompE,21.32,23.06,17.76,0.23,42,0,None,KwaZulu-Natal,In-store,84,0.49,Autumn,Value,0.033
TXN101819,2024-03-29,BEV_875,Beverages,FizzUp,CompE,53.07,57.86,37.01,0.36,77,0,None,Gauteng,In-store,154,0.39,Autumn,Value,0.011
TXN101751,2024-03-29,PER_592,Personal Care,GlowWell,CompE,159.95,158.23,126.07,0.203,57,0,None,Gauteng,In-store,57,0.54,Autumn,Value,0.024
TXN100974,2024-03-29,DAI_559,Dairy,FarmFresh,CompA,39.78,39.5,32.08,0.188,22,0,None,Mpumalanga,In-store,22,0.42,Autumn,Premium,0.015
TXN102069,2024-03-30,SNA_499,Snacks,CrunchTime,CompA,61.37,59.3,36.09,0.391,101,0,None,Gauteng,In-store,202,0.49,Autumn,Value,0.039
TXN101045,2024-03-30,HOU_674,Household,HomeFresh,CompE,180.71,164.84,102.83,0.376,53,0,None,Western Cape,In-store,265,0.44,Autumn,Value,0.008
TXN101331,2024-03-30,BEV_789,Beverages,FizzUp,CompD,68.75,67.51,60.67,0.101,89,0,None,Mpumalanga,In-store,89,0.41,Autumn,Value,0.012
TXN100552,2024-03-30,PER_172,Personal Care,GlowWell,CompB,175.68,176.95,120.92,0.317,36,0,None,Eastern Cape,In-store,180,0.47,Autumn,Mid-tier,0.02
TXN101247,2024-03-30,BEV_197,Beverages,FizzUp,CompE,53.96,53.91,45.17,0.162,75,0,None,Western Cape,Online,150,0.41,Autumn,Mid-tier,0.018
TXN101473,2024-03-30,PER_830,Personal Care,GlowWell,CompE,170.46,164.14,111.05,0.323,48,0,None,KwaZulu-Natal,Online,96,0.48,Autumn,Mid-tier,0.034
TXN101462,2024-03-30,SNA_431,Snacks,CrunchTime,CompB,73.96,78.88,61.41,0.221,54,0,None,KwaZulu-Natal,In-store,54,0.41,Autumn,Value,0.01
TXN101685,2024-03-30,DAI_341,Dairy,Creamy,CompA,34.7,34.56,21.5,0.378,56,0,None,Gauteng,In-store,112,0.43,Autumn,Mid-tier,0.014
TXN102226,2024-03-30,PER_579,Personal Care,SoftTouch,CompA,127.74,128.78,109.82,0.147,45,0,None,Gauteng,In-store,45,0.54,Autumn,Value,0.031
TXN100461,2024-03-31,HOU_111,Household,CleanEase,CompB,91.48,87.75,65.14,0.258,38,0,None,Western Cape,Online,114,0.45,Autumn,Mid-tier,0.008
TXN100613,2024-03-31,SNA_693,Snacks,MunchBox,CompC,24.7,24.04,17.32,0.28,75,0,None,Mpumalanga,In-store,375,0.46,Autumn,Value,0.013
TXN101756,2024-03-31,DAI_954,Dairy,Creamy,CompD,6.6,6.22,4.1,0.341,73,0,None,Western Cape,In-store,292,0.49,Autumn,Mid-tier,0.03
TXN100807,2024-03-31,DAI_951,Dairy,MilkyWay,CompB,34.32,33.34,25.23,0.243,52,0,None,KwaZulu-Natal,In-store,52,0.43,Autumn,Value,0.027
TXN100464,2024-04-01,DAI_761,Dairy,MilkyWay,CompB,25.41,25.06,21.29,0.15,51,0,None,Mpumalanga,Online,204,0.47,Autumn,Mid-tier,0.013
TXN100165,2024-04-01,DAI_820,Dairy,MilkyWay,CompC,75.39,78.06,70.91,0.092,33,0,None,KwaZulu-Natal,In-store,165,0.5,Autumn,Premium,0.038
TXN100501,2024-04-01,HOU_534,Household,CleanEase,CompE,113.97,105.24,71.77,0.318,49,0,None,KwaZulu-Natal,In-store,196,0.49,Autumn,Value,0.021
TXN100904,2024-04-01,SNA_163,Snacks,MunchBox,CompE,59.37,56.19,49.9,0.112,82,0,None,Western Cape,Online,328,0.51,Autumn,Mid-tier,0.008
TXN101608,2024-04-02,PER_690,Personal Care,GlowWell,CompA,137.72,145.8,106.7,0.268,14,0,None,Eastern Cape,Online,42,0.5,Autumn,Mid-tier,0.026
TXN101051,2024-04-02,SNA_523,Snacks,TreatsCo,CompD,47.42,48.45,30.54,0.37,86,0,None,Western Cape,In-store,430,0.41,Autumn,Value,0.022
TXN101245,2024-04-02,BEV_134,Beverages,FizzUp,CompC,21.36,21.56,17.56,0.186,78,0,None,KwaZulu-Natal,In-store,312,0.42,Autumn,Mid-tier,0.019
TXN101615,2024-04-02,DAI_561,Dairy,DairyDelight,CompE,11.0,11.78,8.67,0.264,34,0,None,Western Cape,Online,68,0.46,Autumn,Premium,0.022
TXN101886,2024-04-02,SNA_149,Snacks,CrunchTime,CompA,76.74,79.37,57.18,0.28,78,0,None,Western Cape,In-store,78,0.48,Autumn,Value,0.009
TXN101909,2024-04-02,BEV_284,Beverages,FizzUp,CompB,35.97,40.35,24.21,0.4,53,0,None,Gauteng,In-store,159,0.33,Autumn,Mid-tier,0.033
TXN102120,2024-04-02,HOU_560,Household,HomeFresh,CompA,189.83,203.74,156.07,0.234,13,0,None,Western Cape,Online,39,0.48,Autumn,Mid-tier,0.038
TXN102075,2024-04-03,HOU_450,Household,EcoHome,CompB,28.2,27.07,24.52,0.094,59,0,None,Mpumalanga,In-store,295,0.64,Autumn,Value,0.029
TXN102267,2024-04-03,PER_416,Personal Care,PureSkin,CompA,97.59,103.59,76.67,0.26,37,0,None,Western Cape,In-store,74,0.43,Autumn,Value,0.026
TXN100718,2024-04-03,SNA_783,Snacks,CrunchTime,CompD,51.74,51.76,44.59,0.139,74,0,None,Eastern Cape,In-store,148,0.41,Autumn,Value,0.017
TXN100279,2024-04-03,SNA_864,Snacks,CrunchTime,CompB,30.89,30.53,23.5,0.23,67,0,None,Gauteng,In-store,201,0.47,Autumn,Value,0.005
TXN100833,2024-04-03,BEV_500,Beverages,BrewMaster,CompB,31.22,28.87,20.3,0.297,38,0,None,Eastern Cape,In-store,76,0.35,Autumn,Premium,0.019
TXN100890,2024-04-04,DAI_487,Dairy,DairyDelight,CompE,16.38,16.57,14.2,0.143,42,0,None,Gauteng,Online,126,0.41,Autumn,Value,0.012
TXN100927,2024-04-04,SNA_243,Snacks,TreatsCo,CompE,40.67,40.99,25.41,0.38,71,0,None,Western Cape,In-store,213,0.45,Autumn,Mid-tier,0.036
TXN102108,2024-04-05,SNA_202,Snacks,MunchBox,CompD,74.92,76.25,64.05,0.16,75,0,None,Mpumalanga,In-store,375,0.44,Autumn,Mid-tier,0.036
TXN102187,2024-04-05,BEV_151,Beverages,FizzUp,CompC,9.11,8.91,7.74,0.131,53,0,None,KwaZulu-Natal,In-store,106,0.35,Autumn,Premium,0.018
TXN100331,2024-04-05,HOU_331,Household,SparkPro,CompE,69.99,66.51,52.85,0.205,34,0,None,Mpumalanga,Online,136,0.53,Autumn,Premium,0.006
TXN102033,2024-04-05,PER_780,Personal Care,PureSkin,CompA,36.25,37.99,31.18,0.179,34,0,None,Gauteng,In-store,170,0.44,Autumn,Value,0.018
TXN101805,2024-04-06,HOU_954,Household,SparkPro,CompD,225.87,216.98,144.62,0.333,52,0,None,KwaZulu-Natal,In-store,52,0.48,Autumn,Value,0.019
TXN101164,2024-04-06,DAI_647,Dairy,MilkyWay,CompE,81.27,80.12,51.62,0.356,53,0,None,Mpumalanga,Online,265,0.45,Autumn,Value,0.037
TXN101088,2024-04-06,DAI_391,Dairy,DairyDelight,CompB,19.92,21.68,16.21,0.252,50,0,None,Mpumalanga,In-store,200,0.51,Autumn,Mid-tier,0.038
TXN101431,2024-04-07,BEV_414,Beverages,CoolSip,CompD,44.23,43.04,26.02,0.395,77,0,None,Mpumalanga,Online,77,0.39,Autumn,Value,0.017
TXN100846,2024-04-07,SNA_401,Snacks,Snackster,CompA,14.45,15.65,11.3,0.278,75,0,None,Gauteng,In-store,300,0.44,Autumn,Mid-tier,0.038
TXN102374,2024-04-07,HOU_118,Household,HomeFresh,CompE,240.57,246.51,155.77,0.368,41,0,None,Western Cape,In-store,205,0.43,Autumn,Value,0.008
TXN101309,2024-04-07,SNA_179,Snacks,TreatsCo,CompB,70.55,69.37,62.96,0.092,90,0,None,Western Cape,In-store,180,0.48,Autumn,Value,0.033
TXN100516,2024-04-07,HOU_642,Household,SparkPro,CompA,389.4,435.95,368.07,0.156,12,0,None,Eastern Cape,In-store,60,0.52,Autumn,Value,0.034
TXN100313,2024-04-07,SNA_720,Snacks,Snackster,CompA,49.07,51.64,40.76,0.211,77,0,None,Mpumalanga,In-store,385,0.51,Autumn,Value,0.039
TXN100274,2024-04-07,BEV_556,Beverages,CoolSip,CompB,66.39,65.6,54.78,0.165,66,0,None,KwaZulu-Natal,Online,330,0.41,Autumn,Premium,0.017
TXN100254,2024-04-07,SNA_875,Snacks,CrunchTime,CompD,38.62,43.13,26.89,0.377,74,0,None,Eastern Cape,In-store,370,0.46,Autumn,Value,0.029
TXN102094,2024-04-07,SNA_827,Snacks,TreatsCo,CompC,24.53,25.04,18.24,0.272,71,0,None,Mpumalanga,Online,142,0.43,Autumn,Value,0.019
TXN101136,2024-04-07,SNA_228,Snacks,TreatsCo,CompD,41.44,41.84,29.21,0.302,90,1,Discount,Gauteng,In-store,450,0.45,Autumn,Mid-tier,0.03
TXN100273,2024-04-08,HOU_870,Household,CleanEase,CompE,244.13,243.89,149.18,0.388,32,0,None,Gauteng,Online,160,0.49,Autumn,Mid-tier,0.032
TXN100885,2024-04-08,SNA_365,Snacks,Snackster,CompD,22.79,22.83,15.57,0.318,69,0,None,KwaZulu-Natal,In-store,345,0.36,Autumn,Value,0.015
TXN101890,2024-04-08,BEV_243,Beverages,BrewMaster,CompD,37.05,35.64,23.13,0.351,65,0,None,Mpumalanga,In-store,260,0.47,Autumn,Mid-tier,0.017
TXN100547,2024-04-08,SNA_456,Snacks,MunchBox,CompD,22.87,22.9,19.16,0.163,66,0,None,Mpumalanga,In-store,132,0.37,Autumn,Value,0.039
TXN100060,2024-04-08,HOU_377,Household,EcoHome,CompA,208.82,207.76,137.99,0.336,18,0,None,Mpumalanga,Online,54,0.5,Autumn,Premium,0.033
TXN100485,2024-04-08,HOU_718,Household,SparkPro,CompE,396.97,377.61,346.56,0.082,97,0,None,Gauteng,In-store,97,0.57,Autumn,Value,0.034
TXN100891,2024-04-08,BEV_842,Beverages,BrewMaster,CompB,63.09,66.08,57.32,0.133,63,0,None,Western Cape,Online,63,0.4,Autumn,Value,0.011
TXN100900,2024-04-09,SNA_192,Snacks,TreatsCo,CompC,74.01,72.23,50.51,0.301,55,0,None,Mpumalanga,Online,275,0.45,Autumn,Premium,0.025
TXN102414,2024-04-09,PER_943,Personal Care,BodyCare,CompD,91.53,91.9,69.29,0.246,30,0,None,Mpumalanga,In-store,150,0.44,Autumn,Value,0.024
TXN100600,2024-04-09,PER_427,Personal Care,SoftTouch,CompD,133.24,132.17,111.2,0.159,40,0,None,Gauteng,In-store,80,0.43,Autumn,Premium,0.037
TXN101741,2024-04-09,PER_767,Personal Care,BodyCare,CompA,51.38,54.89,41.27,0.248,39,0,None,Western Cape,In-store,195,0.52,Autumn,Mid-tier,0.042
TXN101928,2024-04-09,DAI_659,Dairy,Creamy,CompE,83.61,84.97,68.88,0.189,28,0,None,Western Cape,In-store,84,0.39,Autumn,Premium,0.039
TXN100526,2024-04-10,SNA_247,Snacks,CrunchTime,CompE,36.91,36.24,32.94,0.091,85,0,None,Gauteng,In-store,170,0.45,Autumn,Mid-tier,0.024
TXN102286,2024-04-10,HOU_985,Household,EcoHome,CompC,95.53,92.13,71.29,0.226,51,1,None,Mpumalanga,In-store,204,0.48,Autumn,Mid-tier,0.035
TXN101750,2024-04-11,SNA_283,Snacks,MunchBox,CompA,5.09,5.25,3.83,0.27,59,0,None,Mpumalanga,In-store,177,0.37,Autumn,Mid-tier,0.022
TXN100173,2024-04-11,HOU_754,Household,CleanEase,CompE,398.73,407.44,334.92,0.178,31,0,None,Gauteng,In-store,124,0.56,Autumn,Value,0.036
TXN100999,2024-04-11,BEV_643,Beverages,BrewMaster,CompC,47.54,50.66,35.61,0.297,78,0,None,Western Cape,In-store,312,0.44,Autumn,Mid-tier,0.024
TXN102436,2024-04-11,DAI_281,Dairy,FarmFresh,CompE,58.49,55.19,39.57,0.283,54,0,None,Eastern Cape,In-store,162,0.47,Autumn,Value,0.009
TXN101281,2024-04-11,SNA_991,Snacks,Snackster,CompB,73.6,79.45,60.63,0.237,58,0,None,Gauteng,In-store,58,0.48,Autumn,Value,0.013
TXN100773,2024-04-11,SNA_109,Snacks,CrunchTime,CompB,51.86,48.97,40.14,0.18,75,0,None,Mpumalanga,In-store,300,0.42,Autumn,Value,0.021
TXN100588,2024-04-11,DAI_299,Dairy,DairyDelight,CompD,60.79,65.74,58.22,0.114,36,0,None,Gauteng,In-store,180,0.37,Autumn,Value,0.04
TXN100022,2024-04-11,BEV_589,Beverages,FizzUp,CompB,18.49,17.22,14.5,0.158,94,1,Flash Sale,Mpumalanga,In-store,470,0.36,Autumn,Mid-tier,0.033
TXN101940,2024-04-12,SNA_390,Snacks,CrunchTime,CompA,70.37,74.96,65.15,0.131,60,0,None,Eastern Cape,In-store,180,0.38,Autumn,Value,0.023
TXN102231,2024-04-12,SNA_606,Snacks,CrunchTime,CompB,65.79,67.08,59.95,0.106,49,0,None,Eastern Cape,In-store,98,0.42,Autumn,Premium,0.011
TXN102202,2024-04-12,BEV_361,Beverages,FizzUp,CompB,119.85,116.42,104.74,0.1,96,0,None,Western Cape,Online,192,0.46,Autumn,Mid-tier,0.031
TXN100209,2024-04-12,SNA_800,Snacks,MunchBox,CompA,70.29,69.26,41.89,0.395,48,0,None,Western Cape,Online,144,0.37,Autumn,Mid-tier,0.037
TXN100477,2024-04-12,DAI_311,Dairy,MilkyWay,CompE,39.02,39.85,31.95,0.198,52,0,None,Western Cape,In-store,156,0.45,Autumn,Value,0.036
TXN102083,2024-04-12,SNA_462,Snacks,TreatsCo,CompA,7.18,7.38,4.8,0.35,77,0,None,Gauteng,Online,77,0.5,Autumn,Mid-tier,0.017
TXN101332,2024-04-12,DAI_674,Dairy,DairyDelight,CompC,62.13,63.44,50.0,0.212,59,0,None,Western Cape,In-store,295,0.39,Autumn,Value,0.036
TXN100744,2024-04-12,DAI_751,Dairy,DairyDelight,CompD,11.71,11.37,7.77,0.317,30,0,None,Eastern Cape,Online,120,0.42,Autumn,Premium,0.038
TXN102081,2024-04-13,SNA_561,Snacks,CrunchTime,CompD,15.96,16.33,13.12,0.197,65,0,None,KwaZulu-Natal,Online,260,0.5,Autumn,Premium,0.009
TXN100407,2024-04-14,BEV_180,Beverages,BrewMaster,CompA,105.52,90.18,73.32,0.187,69,0,None,Eastern Cape,In-store,207,0.38,Autumn,Premium,0.033
TXN101096,2024-04-14,HOU_871,Household,CleanEase,CompE,384.23,400.6,277.95,0.306,11,0,None,Gauteng,In-store,44,0.5,Autumn,Premium,0.03
TXN101674,2024-04-14,BEV_547,Beverages,BrewMaster,CompE,91.65,95.9,60.35,0.371,66,0,None,Mpumalanga,In-store,66,0.4,Autumn,Value,0.036
TXN100353,2024-04-14,SNA_899,Snacks,Snackster,CompC,55.08,54.16,49.5,0.086,92,0,None,Eastern Cape,In-store,460,0.47,Autumn,Value,0.033
TXN102342,2024-04-14,BEV_117,Beverages,FizzUp,CompC,38.42,37.41,31.72,0.152,62,0,None,Mpumalanga,In-store,62,0.33,Autumn,Mid-tier,0.027
TXN101446,2024-04-15,SNA_357,Snacks,MunchBox,CompE,17.89,16.87,14.42,0.145,86,0,None,Gauteng,Online,258,0.42,Autumn,Value,0.036
TXN100673,2024-04-15,HOU_491,Household,EcoHome,CompB,281.76,307.23,242.14,0.212,21,0,None,Western Cape,In-store,42,0.53,Autumn,Value,0.017
TXN101449,2024-04-16,BEV_704,Beverages,AquaPure,CompA,28.31,31.33,27.36,0.127,52,0,None,KwaZulu-Natal,Online,52,0.38,Autumn,Mid-tier,0.019
TXN100966,2024-04-16,PER_411,Personal Care,GlowWell,CompA,135.31,134.47,116.0,0.137,44,0,None,Eastern Cape,Online,132,0.48,Autumn,Value,0.048
TXN102316,2024-04-17,SNA_712,Snacks,Snackster,CompB,33.99,37.58,30.39,0.191,67,0,None,Mpumalanga,Online,335,0.48,Autumn,Value,0.007
TXN100405,2024-04-17,SNA_684,Snacks,CrunchTime,CompD,34.83,34.9,29.03,0.168,88,0,None,Western Cape,Online,176,0.47,Autumn,Mid-tier,0.024
TXN100449,2024-04-17,BEV_112,Beverages,CoolSip,CompD,70.13,74.18,58.49,0.212,62,0,None,Gauteng,In-store,248,0.47,Autumn,Mid-tier,0.038
TXN100561,2024-04-17,DAI_527,Dairy,MilkyWay,CompA,54.5,52.87,39.7,0.249,54,0,None,Mpumalanga,In-store,216,0.55,Autumn,Value,0.015
TXN100078,2024-04-17,HOU_706,Household,CleanEase,CompE,111.94,106.02,66.72,0.371,45,0,None,Eastern Cape,In-store,225,0.47,Autumn,Value,0.01
TXN101436,2024-04-18,HOU_587,Household,EcoHome,CompD,206.1,186.1,119.38,0.359,78,0,None,Western Cape,In-store,234,0.49,Autumn,Value,0.029
TXN100206,2024-04-18,SNA_329,Snacks,CrunchTime,CompC,45.77,45.58,34.86,0.235,76,0,None,Western Cape,Online,228,0.41,Autumn,Mid-tier,0.021
TXN100110,2024-04-18,SNA_750,Snacks,TreatsCo,CompC,63.47,61.9,37.75,0.39,54,0,None,Eastern Cape,In-store,270,0.44,Autumn,Premium,0.029
TXN100835,2024-04-18,BEV_701,Beverages,CoolSip,CompB,93.21,93.39,74.58,0.201,63,0,None,Gauteng,In-store,252,0.38,Autumn,Mid-tier,0.031
TXN100968,2024-04-18,HOU_541,Household,HomeFresh,CompB,125.96,126.97,95.18,0.25,36,0,None,Western Cape,In-store,144,0.44,Autumn,Value,0.021
TXN100723,2024-04-18,SNA_823,Snacks,CrunchTime,CompA,47.89,50.38,39.74,0.211,43,0,None,Gauteng,Online,172,0.45,Autumn,Premium,0.038
TXN100107,2024-04-18,SNA_355,Snacks,Snackster,CompB,13.29,12.4,10.23,0.175,66,0,None,Eastern Cape,Online,132,0.4,Autumn,Mid-tier,0.029
TXN101582,2024-04-18,BEV_566,Beverages,CoolSip,CompC,69.19,62.6,40.71,0.35,69,0,None,KwaZulu-Natal,In-store,345,0.31,Autumn,Value,0.026
TXN101676,2024-04-18,BEV_312,Beverages,BrewMaster,CompB,49.93,49.32,41.1,0.167,81,0,None,Western Cape,In-store,324,0.41,Autumn,Value,0.028
TXN100245,2024-04-19,PER_972,Personal Care,PureSkin,CompD,125.46,128.98,113.87,0.117,53,1,Bundle,Western Cape,In-store,212,0.49,Autumn,Value,0.044
TXN100664,2024-04-19,PER_530,Personal Care,BodyCare,CompE,242.49,242.01,215.98,0.108,26,0,None,Eastern Cape,Online,130,0.41,Autumn,Mid-tier,0.027
TXN100571,2024-04-19,HOU_481,Household,HomeFresh,CompC,108.62,101.25,89.85,0.113,46,0,None,Gauteng,In-store,230,0.51,Autumn,Mid-tier,0.035
TXN100297,2024-04-19,SNA_237,Snacks,MunchBox,CompD,54.58,54.81,37.98,0.307,68,0,None,Mpumalanga,In-store,68,0.41,Autumn,Mid-tier,0.006
TXN102197,2024-04-19,SNA_571,Snacks,TreatsCo,CompA,34.4,30.66,22.36,0.271,113,1,Flash Sale,Gauteng,Online,452,0.47,Autumn,Value,0.022
TXN101887,2024-04-19,BEV_978,Beverages,AquaPure,CompC,68.49,72.47,61.66,0.149,93,0,None,Mpumalanga,In-store,372,0.39,Autumn,Value,0.033
TXN100373,2024-04-19,PER_530,Personal Care,BodyCare,CompC,249.9,243.32,159.42,0.345,55,0,None,Eastern Cape,Online,220,0.57,Autumn,Mid-tier,0.033
TXN101451,2024-04-20,DAI_508,Dairy,MilkyWay,CompD,7.86,8.32,5.03,0.395,54,0,None,KwaZulu-Natal,In-store,54,0.54,Autumn,Mid-tier,0.01
TXN101654,2024-04-20,SNA_580,Snacks,Snackster,CompC,9.35,8.51,5.53,0.35,105,0,None,Mpumalanga,Online,420,0.5,Autumn,Value,0.006
TXN100892,2024-04-20,DAI_477,Dairy,Creamy,CompD,27.4,27.94,22.03,0.212,52,1,None,KwaZulu-Natal,In-store,208,0.37,Autumn,Mid-tier,0.01
TXN102388,2024-04-20,DAI_550,Dairy,FarmFresh,CompA,45.74,47.07,40.57,0.138,49,0,None,Eastern Cape,In-store,147,0.43,Autumn,Value,0.013
TXN100038,2024-04-20,SNA_669,Snacks,TreatsCo,CompD,52.17,53.11,35.21,0.337,89,0,None,Eastern Cape,Online,267,0.48,Autumn,Value,0.04
TXN101535,2024-04-20,SNA_490,Snacks,Snackster,CompD,50.04,47.98,37.36,0.221,75,0,None,Mpumalanga,In-store,150,0.39,Autumn,Value,0.011
TXN101626,2024-04-20,PER_750,Personal Care,PureSkin,CompE,37.02,36.84,27.15,0.263,63,1,None,Eastern Cape,Online,252,0.49,Autumn,Value,0.024
TXN101997,2024-04-20,HOU_984,Household,SparkPro,CompB,21.79,24.12,18.9,0.216,41,0,None,Western Cape,In-store,41,0.57,Autumn,Mid-tier,0.023
TXN100315,2024-04-21,PER_995,Personal Care,BodyCare,CompA,119.82,117.2,80.69,0.312,38,0,None,Eastern Cape,In-store,152,0.42,Autumn,Mid-tier,0.023
TXN100754,2024-04-21,DAI_685,Dairy,MilkyWay,CompC,14.45,15.23,10.77,0.293,34,0,None,Gauteng,In-store,34,0.39,Autumn,Mid-tier,0.006
TXN100016,2024-04-21,SNA_114,Snacks,Snackster,CompC,11.77,11.48,9.88,0.139,86,0,None,KwaZulu-Natal,In-store,430,0.5,Autumn,Mid-tier,0.023
TXN101417,2024-04-21,BEV_457,Beverages,AquaPure,CompB,30.42,29.08,17.82,0.387,69,0,None,Eastern Cape,In-store,69,0.35,Autumn,Value,0.009
TXN100128,2024-04-22,SNA_818,Snacks,TreatsCo,CompD,15.69,17.57,12.21,0.305,67,0,None,KwaZulu-Natal,In-store,335,0.45,Autumn,Value,0.008
TXN100690,2024-04-22,PER_708,Personal Care,BodyCare,CompA,241.17,233.59,175.52,0.249,55,0,None,Eastern Cape,In-store,55,0.49,Autumn,Value,0.03
TXN101669,2024-04-22,BEV_308,Beverages,BrewMaster,CompE,21.04,20.87,15.03,0.28,82,0,None,Mpumalanga,In-store,164,0.45,Autumn,Mid-tier,0.037
TXN101307,2024-04-22,DAI_711,Dairy,DairyDelight,CompD,61.97,57.57,39.05,0.322,56,0,None,Mpumalanga,In-store,168,0.46,Autumn,Mid-tier,0.008
TXN100612,2024-04-22,SNA_701,Snacks,Snackster,CompB,14.94,16.43,14.65,0.108,108,0,None,KwaZulu-Natal,In-store,324,0.55,Autumn,Value,0.008
TXN100692,2024-04-22,SNA_194,Snacks,TreatsCo,CompD,40.79,40.05,24.9,0.378,75,0,None,Eastern Cape,Online,150,0.42,Autumn,Value,0.039
TXN100229,2024-04-22,PER_310,Personal Care,SoftTouch,CompA,108.44,120.21,74.03,0.384,33,0,None,Western Cape,In-store,33,0.49,Autumn,Value,0.017
TXN100097,2024-04-22,SNA_109,Snacks,MunchBox,CompD,27.28,25.99,18.39,0.292,118,1,Bundle,Mpumalanga,Online,472,0.58,Autumn,Value,0.014
TXN100027,2024-04-22,BEV_788,Beverages,BrewMaster,CompC,80.8,84.65,53.77,0.365,52,0,None,Gauteng,In-store,208,0.43,Autumn,Mid-tier,0.006
